#OTUID	C_2	C_34	C_36	C_49	P10_11	P10_13	P10_18	P10_54	P10_55	P10_57	P20_1	P20_3	P20_16	P20_37	P20_41	P20_52	W10_14	W10_15	W10_21	W10_31	W10_33	W10_53	W20_4	W20_8	W20_23	W20_50	W20_51	W20_56	taxonomy
2480	12433333.33	14833333.33	1.80E+07	1.70E+07	38533333.33	20066666.67	20900000	10730000	16500000	8013333.333	10470000	9496666.667	8750000	7316666.667	7626666.667	5523333.333	15033333.33	5580000	7816666.667	12866666.67	11396666.67	7760000	1.10E+07	10183333.33	7526666.667	4230000	3026666.667	2800000	 ras-related protein Rab-1A isoform 1 [Homo sapiens]
2481	10330000	11423333.33	7706666.667	11490000	27566666.67	15700000	16600000	7013333.333	12900000	5663333.333	7746666.667	7083333.333	7640000	7150000	7613333.333	4560000	15300000	5336666.667	6886666.667	10153333.33	11406666.67	6100000	7086666.667	3506666.667	6213333.333	3403333.333	2590000	1976666.667	 ras-related protein Rab-1B [Homo sapiens]
2482	131866.6667	115300	99133.33333	550333.3333	379666.6667	116600	85600	58533.33333	44500	294666.6667	167000	121800	79700	33000	126550	0	63433.33333	0	72066.66667	89500	90000	89950	60200	28466.66667	20450	39150	15400	27700	 ras-related protein Rab-27B [Homo sapiens]
2483	0	0	0	0	1693333.333	51666.66667	724333.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 ras-related protein Rab-2A isoform a [Homo sapiens]
2484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2426666.667	88333.33333	974333.3333	396666.6667	1713333.333	56000	0	0	0	0	0	0	 ras-related protein Rab-30 [Homo sapiens]
2485	0	0	0	0	5070000	945666.6667	3460000	519000	1573666.667	1323333.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 ras-related protein Rab-33B [Homo sapiens]
2486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11033333.33	3776666.667	4890000	6090000	6450000	4190000	2720000	2893333.333	4500000	2633333.333	2240000	1463333.333	 ras-related protein Rab-35 isoform 1 [Homo sapiens]
2487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10623333.33	3240000	5173333.333	5330000	5723333.333	3406666.667	0	0	0	0	0	0	 ras-related protein Rab-35 isoform 2 [Homo sapiens]
2488	1549000	349000	0	711333.3333	0	0	0	0	0	0	0	0	0	0	0	0	2400000	1737500	874000	396666.6667	1713333.333	464000	321333.3333	0	3276666.667	195000	653000	0	 ras-related protein Rab-37 isoform 3 [Homo sapiens]
2489	0	0	0	0	2350000	515333.3333	2430000	90000	398333.3333	961666.6667	150666.6667	281666.6667	617000	289333.3333	67000	0	2400000	88333.33333	874000	396666.6667	1760000	56000	437666.6667	0	1336666.667	195000	653000	0	 ras-related protein Rab-39A [Homo sapiens]
2490	0	0	0	0	0	0	0	0	0	0	274666.6667	281666.6667	617000	289333.3333	26133.33333	0	2400000	168000	874000	396666.6667	1713333.333	649000	527666.6667	0	1336666.667	195000	653000	0	 ras-related protein Rab-39B [Homo sapiens]
2491	0	0	0	0	0	0	0	0	0	0	506333.3333	516333.3333	732333.3333	466000	306333.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	 ras-related protein Rab-4B [Homo sapiens]
2492	0	0	0	0	275333.3333	0	1060333.333	142000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 ras-related protein Rab-5A [Homo sapiens]
2493	382333.3333	264000	383333.3333	151333.3333	554666.6667	482333.3333	1356666.667	217000	0	0	178333.3333	129500	185666.6667	175500	182000	126066.6667	788666.6667	0	115666.6667	14066.66667	104666.6667	0	0	0	0	0	0	0	 ras-related protein Rab-5B isoform 1 [Homo sapiens]
2494	471666.6667	268666.6667	645000	22466.66667	780300	794000	1393333.333	66400	10966.66667	471333.3333	350666.6667	172000	163000	48333.33333	119166.6667	181666.6667	967500	34000	133800	56933.33333	104666.6667	0	0	25266.66667	704500	259333.3333	454000	121100	 ras-related protein Rab-5C isoform b [Homo sapiens]
2495	369666.6667	349000	0	967000	3243333.333	515333.3333	3523333.333	90000	323000	2806666.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 ras-related protein Rab-6A isoform b [Homo sapiens]
2496	357666.6667	0	0	516333.3333	3160666.667	493666.6667	775333.3333	313500	355666.6667	0	5253333.333	693300	3419333.333	3313333.333	4043333.333	2205500	799666.6667	0	354666.6667	423666.6667	0	0	346333.3333	73000	238333.3333	153333.3333	376000	0	 ras-related protein Rab-7a [Homo sapiens]
2497	6923333.333	6910000	4713333.333	4843333.333	18333333.33	9573333.333	13666666.67	4276666.667	6973333.333	3706666.667	4096666.667	3993333.333	5006666.667	3690000	3790000	2736666.667	11633333.33	3456666.667	4330000	6086666.667	7656666.667	3413333.333	0	0	0	0	0	0	 ras-related protein Rab-8A [Homo sapiens]
2498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11633333.33	3456666.667	4356666.667	6120000	6690000	3413333.333	0	0	0	0	0	0	 ras-related protein Rab-8B [Homo sapiens]
2499	481000	384000	293666.6667	1048000	0	0	0	0	0	0	384000	321666.6667	385333.3333	277000	431000	257000	352666.6667	248500	447333.3333	294666.6667	246000	245333.3333	0	0	0	0	0	0	 ras-related protein Ral-A precursor [Homo sapiens]
2500	0	0	0	0	0	0	0	0	0	0	7706666.667	6146666.667	6890000	6136666.667	5980000	6623333.333	0	0	0	0	0	0	5883333.333	5206666.667	5633333.333	3630000	2303333.333	3390000	 ras-related protein Rap-1b isoform 1 precursor [Homo sapiens]
2501	0	0	0	0	5283333.333	0	0	0	7800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 ras-related protein Rap-2b [Homo sapiens]
2502	0	0	0	0	1939000	417333.3333	399666.6667	367333.3333	1586666.667	836666.6667	477000	255500	283500	257666.6667	899666.6667	316500	314000	382666.6667	817000	402000	330333.3333	1215666.667	0	0	0	0	0	0	 ras and Rab interactor 2 isoform 2 [Homo sapiens]
2503	19266666.67	20700000	16400000	25833333.33	37700000	12990000	14700000	13500000	29733333.33	41866666.67	19866666.67	23066666.67	14566666.67	14633333.33	17866666.67	16266666.67	13530000	19100000	20533333.33	17933333.33	23233333.33	14666666.67	14353333.33	9923333.333	10573333.33	5680000	3970000	5536666.667	 ras GTPase-activating-like protein IQGAP1 [Homo sapiens]
2504	6423333.333	5233333.333	5906666.667	5310000	6506666.667	4633333.333	4116666.667	5896666.667	6350000	7193333.333	5330000	6073333.333	3936666.667	5900000	5356666.667	3540000	2786666.667	3663333.333	4663333.333	5330000	4493333.333	5203333.333	419000	0	0	15366.66667	46850	27433.33333	 ras GTPase-activating-like protein IQGAP2 isoform 1 [Homo sapiens]
2505	6240000	1756666.667	1850000	4373333.333	6236666.667	2.00E+06	983000	1161333.333	8283333.333	8910000	2470000	3613333.333	2334000	1926666.667	1953333.333	1569000	4373333.333	2150000	3056666.667	3643333.333	6166666.667	3213333.333	2954000	741333.3333	871000	584000	1132666.667	931666.6667	 ras GTPase-activating-like protein IQGAP3 [Homo sapiens]
2506	340000	560733.3333	215333.3333	520000	378333.3333	273500	223000	151750	228500	1641333.333	443500	751000	465500	288500	0	64666.66667	258000	173333.3333	527000	279666.6667	414000	542333.3333	0	0	0	0	0	0	 ras GTPase-activating protein-binding protein 2 isoform a [Homo sapiens]
2507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542333.3333	2519333.333	0	0	747000	0	663000	0	0	0	0	0	0	 ras GTPase-activating protein nGAP isoform 2 [Homo sapiens]
2508	3576666.667	646666.6667	770000	1978500	0	0	0	0	0	0	283666.6667	563333.3333	1716666.667	1483333.333	976666.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	 RAS guanyl-releasing protein 4 isoform a [Homo sapiens]
2509	18833333.33	18066666.67	20233333.33	9496666.667	6783333.333	12633333.33	19466666.67	18300000	10010000	12033333.33	13766666.67	12466666.67	16700000	18500000	18533333.33	21866666.67	13533333.33	18233333.33	16300000	12400000	8776666.667	18100000	9356666.667	12966666.67	10536666.67	6180000	2733333.333	4376666.667	 ras suppressor protein 1 isoform 1 [Homo sapiens]
2510	0	0	0	1876333.333	0	0	0	0	858333.3333	1522333.333	922000	0	2116666.667	3806666.667	1370000	0	281000	1200000	2316666.667	1373333.333	0	0	1476033.333	0	1542000	0	0	0	 RB1-inducible coiled-coil protein 1 isoform 1 [Homo sapiens]
2511	0	0	0	0	120000	39000	0	2080866.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 RE1-silencing transcription factor [Homo sapiens]
2512	0	0	0	0	1630000	1355000	1150000	1188333.333	1236666.667	1117333.333	919333.3333	1281000	1770000	1106000	1286666.667	1196000	973000	831333.3333	1690000	1910000	1080000	1070000	0	0	0	0	0	0	 receptor-interacting serine/threonine-protein kinase 4 [Homo sapiens]
2513	2713333.333	1920000	1566666.667	2113333.333	0	0	0	0	0	0	1733333.333	1363333.333	1333333.333	1330000	1396666.667	1262333.333	1115333.333	1293333.333	1483333.333	2113333.333	1850000	1433333.333	1272666.667	1190000	849000	730666.6667	375000	521000	 receptor-type tyrosine-protein phosphatase alpha isoform 1 precursor [Homo sapiens]
2514	0	0	0	0	1196666.667	3406666.667	1770000	0	0	3362000	0	0	0	0	0	0	0	0	0	0	0	0	76333.33333	0	0	266666.6667	179000	0	 receptor-type tyrosine-protein phosphatase beta isoform a [Homo sapiens]
2515	1899666.667	1273333.333	306000	2883333.333	1790000	1483000	2052666.667	225000	3500000	2376666.667	2686666.667	1255000	278000	266333.3333	637333.3333	340000	466666.6667	291000	196000	1105000	986333.3333	1115466.667	216100	282333.3333	251166.6667	693866.6667	159600	220600	 receptor-type tyrosine-protein phosphatase C isoform 1 precursor [Homo sapiens]
2516	3876666.667	4256666.667	4643333.333	5016666.667	7886666.667	2583333.333	3110000	2583333.333	2920000	6243333.333	3520000	3326666.667	3696666.667	2760000	3086666.667	2036666.667	2366666.667	1873333.333	2350000	4166666.667	4393333.333	3373333.333	2693333.333	1843333.333	1157666.667	1800000	1025666.667	1436666.667	 receptor expression-enhancing protein 5 [Homo sapiens]
2517	0	0	0	0	1720000	0	0	0	0	0	0	0	1225000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 receptor tyrosine-protein kinase erbB-2 isoform a precursor [Homo sapiens]
2518	4276666.667	5010000	6326666.667	1980000	2436666.667	3893333.333	3933333.333	3986666.667	3996666.667	7666666.667	2700000	4610000	2637000	2906666.667	2306666.667	2554666.667	4060000	3846666.667	4630000	3880000	4640000	4080000	3800000	3366666.667	2470000	1118666.667	164000	1423000	 redox-regulatory protein FAM213A isoform 3 precursor [Homo sapiens]
2519	0	0	0	0	489666.6667	0	0	0	0	0	0	0	0	0	1443333.333	0	0	0	0	0	0	0	0	0	0	0	426000	0	 regenerating islet-derived protein 4 isoform 1 precursor [Homo sapiens]
2520	1370666.667	1070000	0	3190000	3506666.667	0	0	883333.3333	0	0	2663333.333	0	0	0	0	0	0	533333.3333	0	4050000	0	0	0	0	0	0	0	0	 regulating synaptic membrane exocytosis protein 1 isoform 1 [Homo sapiens]
2521	4213333.333	4456666.667	6406666.667	6256666.667	4066666.667	3166666.667	8913333.333	7793333.333	4540000	3276666.667	3690000	5080000	3126666.667	3900000	4110000	3166666.667	4023333.333	10773333.33	4280000	5756666.667	2993333.333	5103333.333	0	0	0	0	0	0	 regulator of microtubule dynamics protein 3 [Homo sapiens]
2522	0	0	0	0	0	0	0	0	0	0	5390000	1406333.333	2313333.333	802000	1364666.667	913000	0	0	0	0	0	0	0	0	0	0	0	0	 replication factor C subunit 3 isoform 1 [Homo sapiens]
2523	0	0	2730000	0	0	261000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 replication factor C subunit 4 [Homo sapiens]
2524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225000	0	0	132500	0	0	0	0	0	0	0	0	 replication protein A 32 kDa subunit isoform 1 [Homo sapiens]
2525	0	0	0	0	0	7393333.333	0	0	0	0	0	0	0	0	12033333.33	0	2993333.333	0	1385000	0	0	0	3446666.667	200666.6667	4230000	2475000	737000	780000	 required for meiotic nuclear division protein 1 homolog isoform 1 [Homo sapiens]
2526	0	0	0	0	576666.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 reticulocalbin-1 precursor [Homo sapiens]
2527	5575000	11446666.67	4185000	3495000	3045666.667	6183333.333	9310000	6803333.333	5323333.333	16633333.33	2168666.667	0	2192000	4720000	4680000	10145000	4970000	4106666.667	4273333.333	3893333.333	927000	4250000	1702500	3676666.667	2099333.333	1410000	1.00E+06	1410000	 reticulon-1 isoform A [Homo sapiens]
2528	17043333.33	10049333.33	13683333.33	6768000	3693333.333	19533333.33	8426666.667	6493333.333	7180000	1883333.333	2343333.333	4813333.333	10173333.33	2593333.333	12079000	6390000	0	5306666.667	7650000	3203333.333	9566666.667	11766666.67	12433333.33	3164000	4965000	5756666.667	3013333.333	4160000	 reticulon-3 isoform b [Homo sapiens]
2529	4130000	2850000	1367666.667	2916666.667	2620000	2640000	2630000	2426666.667	2173333.333	5953333.333	2480000	2310000	2586666.667	1896666.667	2703333.333	3830000	2526666.667	1716666.667	2586666.667	2760000	1159666.667	3216666.667	2253333.333	1951666.667	2066666.667	1626666.667	918000	1087666.667	 reticulon-4 isoform A [Homo sapiens]
2530	0	0	0	0	0	0	0	0	0	0	2516666.667	2286666.667	2586666.667	1896666.667	2216666.667	3553333.333	2563333.333	1750000	2586666.667	2760000	1199666.667	2130000	1673333.333	1951666.667	2066666.667	1350000	918000	1087666.667	 reticulon-4 isoform B [Homo sapiens]
2531	9066666.667	6650000	6280000	10246666.67	6616666.667	4566666.667	6173333.333	5413333.333	6026666.667	16866666.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 retina-specific copper amine oxidase isoform b precursor [Homo sapiens]
2532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131500	58666.66667	342333.3333	104400	0	0	0	0	0	0	0	 retinitis pigmentosa 1-like 1 protein [Homo sapiens]
2533	160000	810000	882500	774666.6667	868500	1039666.667	588000	676500	4276666.667	773000	1571000	377333.3333	291500	1705000	421000	925000	709500	286000	876500	689000	778666.6667	230000	0	0	0	0	0	0	 retinoblastoma-associated protein [Homo sapiens]
2534	298733.3333	573500	71100	3783333.333	3261333.333	851133.3333	58833.33333	169666.6667	2883333.333	0	0	1400666.667	30666.66667	48666.66667	285333.3333	161266.6667	0	94100	507300	2140333.333	574333.3333	56666.66667	37000	0	0	47633.33333	12900	0	 retinoid-inducible serine carboxypeptidase precursor [Homo sapiens]
2535	59033.33333	0	0	244600	597400	101050	8933.333333	0	114366.6667	75300	315433.3333	117333.3333	92600	114666.6667	90350	365500	14966.66667	179650	92400	246000	371100	47333.33333	109966.6667	11266.66667	297750	0	112766.6667	430550	 retinol dehydrogenase 11 isoform 1 precursor [Homo sapiens]
2536	629000	821666.6667	713000	970333.3333	528000	596000	142666.6667	437500	823666.6667	889666.6667	781333.3333	535000	235700	677500	468500	629666.6667	933000	161666.6667	1394000	187666.6667	440000	806000	960000	498333.3333	0	126666.6667	0	320500	 retrotransposon-like protein 1 [Homo sapiens]
2537	0	0	0	0	1119500	850500	0	0	792666.6667	1425000	0	0	0	0	0	0	0	0	0	0	0	0	308333.3333	277000	0	70000	117000	170500	 retrotransposon gag domain-containing protein 4 [Homo sapiens]
2538	6230000	6473333.333	7993333.333	3596666.667	3246666.667	5056666.667	4180000	5350000	3626666.667	13996666.67	7153333.333	6200000	10176666.67	5550000	7020000	6843333.333	7953333.333	8726666.667	7620000	9633333.333	4433333.333	9076666.667	5160000	5956666.667	5480000	4273333.333	3203333.333	5350000	 rho-associated protein kinase 2 [Homo sapiens]
2539	9946666.667	7876666.667	9676666.667	7570000	3563333.333	7663333.333	6710000	6560000	5743333.333	705000	2343333.333	4243333.333	6950000	1322333.333	2570000	7620000	0	0	0	0	0	0	0	3773333.333	374666.6667	140000	0	0	 rho-related BTB domain-containing protein 3 [Homo sapiens]
2540	0	0	0	0	1393333.333	575000	376000	393000	499000	159333.3333	0	0	0	0	0	0	0	0	0	0	0	0	358666.6667	278000	115000	231666.6667	0	0	 rho-related GTP-binding protein RhoB precursor [Homo sapiens]
2541	1004000	970666.6667	0	979666.6667	142633.3333	0	627000	0	1637333.333	824500	519000	803333.3333	0	0	66333.33333	627000	706000	165500	862666.6667	593333.3333	684333.3333	29833.33333	515000	234333.3333	191666.6667	0	190333.3333	125000	 rho-related GTP-binding protein RhoG precursor [Homo sapiens]
2542	12520000	15033333.33	15866666.67	16533333.33	1.80E+07	11433333.33	9193333.333	12940000	14900000	25333333.33	14066666.67	9890000	9466666.667	9800000	12133333.33	9236666.667	10183333.33	6810000	10433333.33	12500000	10303333.33	13100000	9836666.667	8203333.333	4930000	3170000	2360000	4513333.333	 rho GDP-dissociation inhibitor 1 isoform a [Homo sapiens]
2543	1843333.333	4053333.333	1540000	5173333.333	13266666.67	5500000	2466666.667	2436666.667	12866666.67	1463333.333	4873333.333	5210000	2117333.333	4836666.667	3123333.333	3546666.667	4920000	1986666.667	3203333.333	5566666.667	7656666.667	2493333.333	4116666.667	2873333.333	1576666.667	876000	318000	481000	 rho GDP-dissociation inhibitor 2 [Homo sapiens]
2544	4196666.667	3300000	2376666.667	4080000	8376666.667	1673333.333	3776666.667	2066666.667	3686666.667	4123333.333	3170000	2646666.667	2533333.333	1956666.667	2246666.667	1826666.667	2723333.333	1888000	3256666.667	3500000	2256666.667	2252000	1357666.667	1432000	1266666.667	896333.3333	344333.3333	473000	 rho GTPase-activating protein 1 [Homo sapiens]
2545	4640000	2813333.333	0	1925000	2426500	0	3880000	1611000	2260000	2116666.667	929000	2456666.667	803333.3333	1692666.667	2215000	1268666.667	886333.3333	839500	309666.6667	1155000	1232333.333	0	875000	4890000	146666.6667	0	4828666.667	230900	 rho GTPase-activating protein 20 isoform 2 [Homo sapiens]
2546	0	645966.6667	0	0	0	0	0	0	0	364333.3333	0	0	0	682533.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 rho GTPase-activating protein 21 [Homo sapiens]
2547	0	4503333.333	3777000	2893333.333	0	87333.33333	513000	108666.6667	1519000	1277400	1138500	1268500	798000	0	1077000	447000	0	0	0	0	0	0	0	0	0	0	0	0	 rho GTPase-activating protein 35 [Homo sapiens]
2548	0	0	0	0	3396666.667	0	0	0	0	0	0	0	0	1713333.333	2015000	0	1080500	2470000	1395000	1414666.667	0	0	1840000	1240000	317500	405500	0	108333.3333	 rho guanine nucleotide exchange factor 1 isoform 1 [Homo sapiens]
2549	0	1410000	0	475000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 rho guanine nucleotide exchange factor 15 [Homo sapiens]
2550	1134666.667	0	0	0	0	0	0	0	0	0	0	0	0	2410000	0	3543333.333	0	0	0	0	0	0	0	0	0	0	0	0	 rho guanine nucleotide exchange factor 17 [Homo sapiens]
2551	0	0	0	0	0	0	751500	1248666.667	1763000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 rho guanine nucleotide exchange factor 18 isoform b [Homo sapiens]
2552	6303333.333	4330000	3573333.333	5923333.333	407666.6667	3210000	4406666.667	3250000	1790000	7630000	5056666.667	4676666.667	3670000	2626666.667	1780000	2716666.667	2983333.333	1820000	4973333.333	4293333.333	2730000	4603333.333	4193333.333	2396666.667	390333.3333	2606666.667	2246666.667	2416666.667	 rho guanine nucleotide exchange factor 19 [Homo sapiens]
2553	0	0	0	0	1905000	1275500	0	0	1706666.667	1225000	0	0	0	0	0	0	0	0	0	0	0	0	866000	333333.3333	716500	0	0	0	 rho guanine nucleotide exchange factor 2 isoform 1 [Homo sapiens]
2554	656000	0	0	0	0	0	0	555000	0	0	692000	0	490666.6667	4106666.667	533333.3333	2696333.333	2687333.333	0	723000	1376666.667	214466.6667	685000	4560000	320000	306666.6667	597000	0	609000	 rho guanine nucleotide exchange factor 3 isoform 1 [Homo sapiens]
2555	0	0	0	0	0	0	0	0	0	0	435000	0	426333.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 rhophilin-1 [Homo sapiens]
2556	0	0	0	0	0	0	0	0	0	0	269500	307000	0	531000	162000	82333.33333	0	0	0	860333.3333	346666.6667	0	186500	1096333.333	868333.3333	0	0	39000	 rhotekin-2 isoform 1 [Homo sapiens]
2557	0	0	0	0	0	2633000	216333.3333	194000	0	5633333.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 ribonuclease P protein subunit p29 [Homo sapiens]
2558	0	853333.3333	1269000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 ribonuclease UK114 [Homo sapiens]
2559	0	0	0	2809766.667	3485333.333	0	513333.3333	378333.3333	0	0	3178433.333	588000	0	0	853500	0	0	596000	735333.3333	1335333.333	654000	276500	49666.66667	1916666.667	0	0	0	44333.33333	 ribonucleases P/MRP protein subunit POP1 [Homo sapiens]
2560	0	0	0	0	503666.6667	428333.3333	0	0	449500	0	0	0	0	0	0	0	240000	0	0	249000	278000	0	0	0	0	0	0	0	 ribose-5-phosphate isomerase [Homo sapiens]
2561	0	0	0	0	2773333.333	259666.6667	240666.6667	1021500	1163000	1003000	1001500	813500	0	214666.6667	458000	0	242500	386666.6667	0	686000	1241666.667	0	0	0	0	0	0	0	 ribose-phosphate pyrophosphokinase 1 isoform 1 [Homo sapiens]
2562	750733.3333	1170000	599000	1067333.333	3456666.667	747000	486333.3333	562500	3157666.667	4055000	0	0	0	0	0	0	242500	386666.6667	0	686000	1240000	0	0	0	0	0	0	0	 ribose-phosphate pyrophosphokinase 2 isoform 1 [Homo sapiens]
2563	0	0	0	0	70566.66667	102333.3333	0	0	8033333.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 ribosomal protein S6 kinase alpha-3 [Homo sapiens]
2564	0	0	0	0	0	0	0	0	0	0	0	0	3773333.333	0	2916666.667	0	0	0	0	0	0	0	0	0	0	0	0	1282866.667	 ribosomal protein S6 kinase alpha-4 isoform a [Homo sapiens]
2565	3550000	3426666.667	2233333.333	6610000	13626666.67	14626666.67	2079666.667	3237333.333	6893333.333	10623333.33	874666.6667	1070666.667	2283333.333	2355000	498666.6667	1061666.667	2103333.333	2112000	1135333.333	6856666.667	3443333.333	1963333.333	757666.6667	1757666.667	601333.3333	1463666.667	182650	480000	 ribosome-binding protein 1 [Homo sapiens]
2566	0	0	0	0	0	0	0	0	0	0	394333.3333	0	129150	0	262666.6667	293500	0	276000	0	513500	0	273950	114366.6667	106666.6667	172100	197000	408500	235500	 ribosome biogenesis protein BMS1 homolog [Homo sapiens]
2567	343000	402000	341000	558000	617333.3333	401000	0	381000	371333.3333	421333.3333	0	0	249500	214000	213333.3333	293000	117666.6667	244333.3333	391000	311333.3333	0	289000	289000	210333.3333	126500	115000	0	102200	 ribulose-phosphate 3-epimerase isoform 1 [Homo sapiens]
2568	0	0	0	0	968666.6667	689000	910333.3333	1153500	1267000	5590000	747000	720333.3333	1498333.333	912666.6667	748333.3333	845500	1775000	1515333.333	1510000	2741666.667	1103666.667	972666.6667	1303333.333	831666.6667	603666.6667	557000	249333.3333	209000	 RING finger and SPRY domain-containing protein 1 precursor [Homo sapiens]
2569	604033.3333	0	1590000	0	0	0	0	0	0	0	2195000	0	1273333.333	0	0	0	0	0	0	0	0	0	799333.3333	674666.6667	1140000	0	0	0	 RING finger and transmembrane domain-containing protein 2 isoform 1 [Homo sapiens]
2570	0	0	0	0	2023333.333	2029500	722666.6667	386666.6667	1040666.667	1726333.333	1517666.667	794500	2315666.667	489000	670000	1347666.667	3060000	1452666.667	1772000	863666.6667	1056666.667	1775000	672000	579666.6667	341666.6667	204333.3333	247000	277000	 RING finger protein 17 isoform 1 [Homo sapiens]
2571	2996666.667	1538000	1956666.667	1130000	0	1265666.667	1219000	1245333.333	0	0	0	0	1485000	376500	1342666.667	2400000	0	1716666.667	0	0	0	0	0	0	0	0	0	0	 RING finger protein 214 isoform 1 [Homo sapiens]
2572	5066666.667	4453333.333	2783333.333	6116666.667	8580000	3076666.667	2040000	2720000	4683333.333	7.00E+06	3216666.667	2556666.667	2406666.667	2276666.667	1620000	3050000	2676666.667	2113333.333	2440000	3600000	4250000	1676666.667	3350000	1976666.667	859000	684333.3333	494666.6667	576000	" RNA-binding motif protein, X chromosome isoform 1 [Homo sapiens]"
2573	0	0	0	0	0	0	0	0	0	4656666.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 RNA-binding protein 14 isoform 1 [Homo sapiens]
2574	442666.6667	201666.6667	0	980333.3333	742666.6667	137666.6667	513333.3333	0	469333.3333	366666.6667	1399000	344333.3333	296333.3333	87666.66667	118000	0	263200	0	298000	321333.3333	368666.6667	289000	610500	211500	0	67666.66667	0	367333.3333	 RNA-binding protein 39 isoform a [Homo sapiens]
2575	0	0	0	0	426000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 RNA-binding protein 4 isoform 1 [Homo sapiens]
2576	3185000	2703333.333	0	3496666.667	5286666.667	1106666.667	1471333.333	510000	2526666.667	1536666.667	0	0	0	0	0	0	0	0	370000	2743333.333	2160000	793333.3333	0	0	0	0	0	0	 RNA-binding protein FUS isoform 2 [Homo sapiens]
2577	140666.6667	119666.6667	0	493000	1310000	0	50666.66667	97333.33333	103000	592333.3333	343333.3333	320666.6667	0	0	289333.3333	294000	0	269500	0	400333.3333	385000	0	277500	224000	0	0	310566.6667	111000	 RNA-binding protein Raly isoform 1 [Homo sapiens]
2578	798333.3333	1095000	1330000	1270000	1536666.667	1050000	0	945500	1250000	806666.6667	1150000	1986666.667	2700000	2386666.667	0	1254000	0	0	0	0	0	0	0	0	0	0	0	0	 RNA-binding Raly-like protein isoform 2 [Homo sapiens]
2579	12783333.33	14366666.67	16446666.67	8323333.333	8343333.333	10866666.67	8866666.667	0	5870000	14353333.33	7370000	4236666.667	5386666.667	3933333.333	3666666.667	6370000	6963333.333	6186666.667	7390000	7106666.667	6093333.333	9406666.667	5486666.667	9623333.333	7430000	3116666.667	2086666.667	2486666.667	 RNA polymerase-associated protein CTR9 homolog [Homo sapiens]
2580	319666.6667	4458000	389000	1221000	1192333.333	803333.3333	0	2382666.667	91333.33333	2580000	542500	137000	781000	0	435500	0	0	989333.3333	0	0	2615000	0	244666.6667	236000	1163500	811900	0	0	 rootletin [Homo sapiens]
2581	938333.3333	194000	956000	1138666.667	1020333.333	1951333.333	1498000	510500	449333.3333	0	455000	163333.3333	369333.3333	426000	449666.6667	1771333.333	339200	1329000	162333.3333	440666.6667	270666.6667	444666.6667	480000	213666.6667	274833.3333	210333.3333	82766.66667	169000	 rRNA 2'-O-methyltransferase fibrillarin [Homo sapiens]
2582	0	380000	0	514666.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314333.3333	0	529500	214550	717333.3333	 ruvB-like 1 [Homo sapiens]
2583	291000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 RWD domain-containing protein 3 isoform a [Homo sapiens]
2584	1883000	0	0	0	0	0	0	0	0	0	0	0	0	2453333.333	0	1353666.667	2431666.667	0	0	1756666.667	0	2783333.333	1632666.667	639000	346733.3333	475000	334000	1147500	 ryanodine receptor 1 isoform 1 [Homo sapiens]
